ID,company_short,company,n
20150720-0043,Arkabutla Lake Hydroelectric,Arkabutla Lake Hydroelectric Project,1
20150625-0024,LNG Export,LNG Export Project,1
20150625-0019,AIM,AIM Project,1
20150508-0016,Mokelumne River,Mokelumne River Project,1
20150226-0032,atlantic Coast,atlantic Coast Pipeline Project,1
20150224-0014,Leach Xpress,Leach Xpress Project,1
20150126-0187,Sweet Lake Hydroelectric,Sweet Lake Hydroelectric Project,1
20141229-0090,MidContinent Express,MidContinent Express Pipeline,1
20141218-0037,Clark Canyon Dam,Clark Canyon Dam Project,1
20141006-0054,Tennessee proposed Northeast,Tennessee proposed Northeast,1
20140815-0009,Williams Dam Hydro,Williams Dam Hydro Project,1
20140801-0009,Aguirre Gasport,Aguirre Gasport Project,1
20140619-0007,San Vicente Dam Pumped Storage,San Vicente Dam Pumped Storage Project,1
20140619-0006,Gordon Butte Pumped Storage Hydro,Gordon Butte Pumped Storage Hydro Project,1
20140425-0014,Trunkline LNG's Lake Charles LNG Export,Trunkline LNG's Lake Charles LNG Export project(Lake Charles Project),1
20140424-0009,Catawba-Wateree Hydroelectric,Catawba-Wateree Hydroelectric Project,1
20140416-0025,Corpus Christi Liquefaction,Corpus Christi Liquefaction Project,1
20140416-0024,Sabal Trail,Sabal Trail Project,1
20140416-0019,American Mildstream,American Mildstream Pipeline,1
20131009-0016,Ohio,Ohio pipeline,1
20130905-0009,Angelo Dam,Angelo Dam project,1
20130812-0005,Martin Dam,Martin Dam Project,1
20130614-0003,Boundary Hydroelectric,Boundary Hydroelectric Project,1
20130528-0032,Stagecoach Hydroelectric,"Stagecoach Hydroelectric Project,",1
20130425-0009,Vermont Tissue hydroelectric plant,Vermont Tissue hydroelectric plant,1
20130102-0022,Angelo Dam Hydropower,Angelo Dam Hydropower Project,1
20121119-0001,Astoria Generating,"Astoria Generating Comnany, L.P.",1
20121119-0001,TC Ravenswood.,TC Ravenswood.,1
20121026-0003,Oregon LNG Export,Oregon LNG Export project,1
20120925-0047,Trunklme,Trunklme Gas,1
20120703-0014,Great Lakes Hydro America,"Great Lakes Hydro America,",1
20120703-0013,Augusta Canal,Augusta Canal Project,1
20120619-0018,Jennings Randolph Hydroelectric,Jennings Randolph Hydroelectric Project,1
20120214-0005,Blue Heron Hydro,Blue Heron Hydro,1
20120210-0001,New Jersey-New York Expansion,New Jersey-New York Expansion project,1
20120113-0002,New-Jersey-New York Expansion,New-Jersey-New York Expansion Project,1
20111108-0046,Allegheny storage,Allegheny storage Project,1
20110927-0131,Puerto Rico EcoEIectrica Terminal Modification,Puerto Rico EcoEIectrica Terminal Modification Project,1
20110922-0004,MARC 1 Hub Line,"MARC 1 Hub Line Project,",1
20110913-0012,Osage Hydroelectric,Osage Hydroelectric Project,1
20110823-4001,MARC I,MARC I Pipeline project,1
20110621-0056,Multi-Value,Multi-Value Projects,1
20110518-0032,DF SUEZ Solar,DF SUEZ Solar Project,1
20110315-0004,Hydropower project at Mississippi River Lok and Dam No.21,Hydropower project at Mississippi River Lok and Dam No.21,1
20101119-0026,Clackamas River Hydroelectric,Clackamas River Hydroelectric Project,1
20101119-0025,Project Lands for a recreational facility,Project Lands for a recreational facility,1
20101004-0006,Kilarc-Cow Creek Hydroelectric,Kilarc-Cow Creek Hydroelectric Project,1
20100923-0018(partial),AmerenUE Shoreline Management Plan,AmerenUE Shoreline Management Plan,1
20100910-0040,Expansion Sabine Pass LNG,Expansion Sabine Pass LNG,1
20100910-0036,Killarc-Cow Creek Hydroelectric,Killarc-Cow Creek Hydroelectric project,1
20100826-0004,Killarc-Cow Creek,Killarc-Cow Creek Project,1
20100525-0025,Dresden Island and Brandon Road Hydroelectric,Dresden Island and Brandon Road Hydroelectric Projects,1
20100525-0024,Yadkin Hydro Electric,Yadkin Hydro Electric Project,1
20100525-0022,Jurisdictional Pettition DI10-9,Jurisdictional Pettition DI10-9,1
20091125-0034(partial),School Street,School Street Project,1
20091123-0149,Gresham Municipal Utilities Hydro,Gresham Municipal Utilities Hydro,1
20090928-0063,Lock and Dam No.7 Hydro,Lock and Dam No.7 Hydro Project,1
20090918-0147(partial),36 MW project in Pella Iowa,36 MW project in Pella Iowa,1
20090918-0104,Project 7 Water Authority,Project 7 Water Authority,1
20090723-0128,San Luis Rey River Water Rights Settlement,San Luis Rey River Water Rights Settlement,1
20090526-0034,Kilarc-Cow Creek,Kilarc-Cow Creek Project FERC 606,1
20090421-0311,Project 184,Project 184,1
20090320-0047,Power supply agreement docket No. ER08-1501,Power supply agreement docket No. ER08-1501,1
20090306-0069,Melvin Price Lock and Dam hydroelectric,Melvin Price Lock and Dam hydroelectric project,1
20081125-0050,Veazie Recovery,Veazie Recovery Project,1
20081113-0085,Hydroelectric generating unit at the Lake Shelbyville Dam,Hydroelectric generating unit at the Lake Shelbyville Dam,1
20080930-0178(partial),Windward Point Yacht Club & Marina,Windward Point Yacht Club & Marina,1
20080806-0190,Rehabilitation of Byron Weston Hydroelectric Dam,Rehabilitation of Byron Weston Hydroelectric Dam,1
20080731-0199,Western Catskills Hydro,Western Catskills Hydro Project,1
20080702-0298,Mississippi River Lock and Dam No. 2,Mississippi River Lock and Dam No. 2 Project,1
20080626-0022,Purchase of Bighorn Generating Facility,Purchase of Bighorn Generating Facility,1
20080626-0001,Reinstatement FERC project No. 12454,Reinstatement FERC project No. 12454,1
20080515-0162,Hydroelectric Powered Dam,Hydroelectric Powered Dam,1
20080313-0062,Castle Creek Hydroelectric Plant,Castle Creek Hydroelectric Plant,1
20061220-0058,Strayton Hydroelectric,Strayton Hydroelectric Project,1
20061024-0157,West Valley A&B Hydroelectric,West Valley A&B Hydroelectric Project,1
20061002-0055,Lake Chelan Hydroelectric,Lake Chelan Hydroelectric Project,1
20060922-0098,Big Sandy,Big Sandy Pipeline Project,1
20060714-0019,Meldahl,Meldahl Project,1
20060614-0211(partial),FERC expemptions for Upper Turnbull,"FERC expemptions for Upper Turnbull - FERC #12598, Lower Turnbull - FERC #12597, Mill Coulee - Ferc #12599",1
20060606-0272,Liquefied natural gas terminal near Lake Charles,Liquefied natural gas terminal near Lake Charles,1
20060523-0106,Hydroelectric project at the Cohoes Falls on the Mohawk river,Hydroelectric project at the Cohoes Falls on the Mohawk river,1
20060518-0144,Calhoun Liquefied Natural,Calhoun Liquefied Natural Gas,1
20060518-0141,Issuing DEIS for the Calhoun Liquid Natural,Issuing DEIS for the Calhoun Liquid Natural Gas,1
20060517-0293,License FERC 12454,License FERC 12454,1
20060517-0241,Building a backup dam at Lake Murray,Building a backup dam at Lake Murray,1
20060517-0225,Allocation of long-term transmission rights to Boroughs of Mont Alto and Chambersburg,"Allocation of long-term transmission rights to Boroughs of Mont Alto and Chambersburg, Letterkenny Industrial Development Authority in Pennsylvania, Towns of Thurmont and Williamsport and Hagertown Light Deparment in Maryland, Town of Front Royal",1
20060517-0209,Ambient Air Vaporization facilities and natural gas liquids processing equipment at existing LNG terminal,Ambient Air Vaporization facilities and natural gas liquids processing equipment at existing LNG terminal,1
20060517-0157,Talega,Talega -Escondido/Valley-Serrano Interconnect Project,1
20060508-0107(partial),Rezoning to Residential Planned Unit Development on property Tax Map #15,"Rezoning to Residential Planned Unit Development on property Tax Map #15, Parcels #12",1
20060508-0029(partial),Water's Edge development application,Water's Edge development application,1
20040922-0213,Weaver's Cove LNG,Weaver's Cove LNG project,1
20040701-0070,Keyspan LNG Facility,Keyspan LNG Facility Project,1
20040617-0076,Central New Jersey Expansion,Central New Jersey Expansion Project,1
20040617-0028,Housatonic River Hydroelectric,Housatonic River Hydroelectric Project,1
20040525-0076,Klamath Hydro,Klamath Hydro Project,1
20040521-0270,LICAP,LICAP,1
20040512-0211,CheniereProject,CheniereProject,1
20040507-0108,Tapoco,Tapoco Project,1
20040505-0442,Energy Markets Tariff,Energy Markets Tariff,1
20040331-0123,Pelton Round Butte,Pelton Round Butte Project,1
20040323-0226(partial),Sabine Pass LNG &,Sabine Pass LNG & Pipeline Project,1
20040225-0057,Power Plan,Power Plan Project,1
20040223-0049,Mountainview,Mountainview Project,1
20040202-0154,Hydroelctric,Hydroelctric Project,1
20031223-0419,Conservation Voltage Regulation,Conservation Voltage Regulation,1
20031201-0211,Box Canyon Hydroelectric,Box Canyon Hydroelectric Project,1
20031107-0044,St. Lawrence and Niagara Power,St. Lawrence and Niagara Power Projects,1
20031107-0042,concerning a complaint re the Hawk's Nest Dam in West Virginia under,concerning a complaint re the Hawk's Nest Dam in West Virginia under,1
20031010-0044,grant the Maine Public Utilities Commission's and Central Miane Power Co's request for rehearing,grant the Maine Public Utilities Commission's and Central Miane Power Co's request for rehearing,1
20031007-0272,consideration to allowing the Franklin County Board of Supervisors to intervene in,consideration to allowing the Franklin County Board of Supervisors to intervene in Project No. P-2210-090.,1
20030801-0140,several provisions that are included in the lastest draft of the energy bill that will be considered by the Senate next week,several provisions that are included in the lastest draft of the energy bill that will be considered by the Senate next week,1
20030516-0040,Hydroelectric projects,Hydroelectric projects,1
20030326-0251,Pittsfield Hydroelectric,Pittsfield Hydroelectric Project.,1
20030313-0332(partial),Childs-lrving Hydropower,Childs-lrving Hydropower Project,1
20030313-0212,"Grasslands
Project","Grasslands Pipeline
Project",1
20030313-0197,Natura,Natura Project,1
20021230-0232,Small access roadway to retirement property of constituent Mr. Adolphson,Small access roadway to retirement property of constituent Mr. Adolphson,1
20021206-0099,FERC Holyoke,FERC Holyoke Project,1
20021018-0222,Project nos  3218,"Project nos  3218, 6901 and 6902",1
20021008-0144,St. Lawrence FDR,St. Lawrence FDR,1
20021008-0144,Niagara Hydroelectric,Niagara Hydroelectric Project,1
20020923-0130,Islander East Natural,Islander East Natural Gas Pipeline,1
20020919-0204,Holyoke,Holyoke Project,1
20020909-0485,Midwest Independent System Operator for a Regional Transmission Organization,Midwest Independent System Operator for a Regional Transmission Organization,1
20020815-0653,South System Expansion II,South System Expansion II Project,1
20020815-0574,Saranac River hydro electric,Saranac River hydro electric project,1
20020815-0545,High Falls Proj-2595,High Falls Proj-2595,1
20020808-0152,Stagecoach,Stagecoach Project,1
20020716-0467,Lay Lake HOBO,Lay Lake HOBO project,1
20020716-0237,Middle Raquette River,Middle Raquette River Project,1
20020702-0070,CP01-384-000 and CP02-52-000,CP01-384-000 and CP02-52-000,1
20020604-0535,Greenup Dam,Greenup Dam,1
20020524-0418,Columbia Hydroelectric,Columbia Hydroelectric Project,1
20020521-0019,Comm. Nora Brownell,Comm. Nora Brownell,1
20020509-0158,St. Lawrence,St. Lawrence - FDR Project,1
20020509-0091,CMS Trunkline LNG Facility,CMS Trunkline LNG Facility,1
20020503-0225,Condit Dam,Condit Dam,1
20020503-0201,Mechanicville Hydroelectric Station,Mechanicville Hydroelectric Station,1
20020403-0726,Box Canyon Dam,Box Canyon Dam,1
20020214-0728,Delaware Valley Resource Recovery Facility,Delaware Valley Resource Recovery Facility,1
20020214-0541,Union Center Re-route Variation along the NYSEG Powerline Corridor,Union Center Re-route Variation along the NYSEG Powerline Corridor,1
20020129-0053,Phase III / Hubline,Phase III / Hubline Project,1
20020117-0169,Gas Compressor Station,Gas Compressor Station,1
20011221-0115,Lay Lake Hydroelectric Reservoir,Lay Lake Hydroelectric Reservoir,1
20011217-0221,Participant Funded Expansion,Participant Funded Expansion,1
20011108-0109,West Winterport Hydroelectric Dam,West Winterport Hydroelectric Dam,1
20011019-0492,Condit Hydroelectric,Condit Hydroelectric Project,1
20011019-0270,Northeast Regional Transmission Organization,Northeast Regional Transmission Organization,1
20011018-0138,Vermilion Valley,Vermilion Valley Project,1
20011016-0225,St. Lawrence and Niagara,St. Lawrence and Niagara Projects,1
20010918-0081,Eastchester,Eastchester Project,1
20010917-0265,Maritimes and Northeast Phase III/Hubline,Maritimes and Northeast Phase III/Hubline Project,1
20010917-0262,Millenium Natural,Millenium Natural Gas Pipeline Project,1
20010806-0727,Idols Hydrostation,Idols Hydrostation,1
20010710-0044,Clifton Mill,Clifton Mill,1
20010709-0377,Compressor facilities,Compressor facilities,1
20010709-0268,Forks of Butte,Forks of Butte Project,1
20010705-0046,Compressed air energy storage,Compressed air energy storage project,1
20010622-0310,Dead River Hydroelectric,Dead River Hydroelectric Project,1
20010209-0376,Four Dam Pool,Four Dam Pool Project,1
20010209-0376,Swan Lake-Lake,Swan Lake-Lake Project,1
20010126-0263,Centennial,Centennial Pipeline Project,1
20001229-0060,Blewwet Falls,Blewwet Falls Project,1
20001229-0060,Yadkin-Pee Dee River,Yadkin-Pee Dee River Project,1
20001229-0060,Blewett falls,Blewett falls Project,1
20001020-0258,Centenial,Centenial Pipeline Project,1
20001004-0353,MarketLink,MarketLink Project,1
20000926-0368,Angoon Power,Angoon Power Project,1
20000918-0278,Transco Sundance expansion,Transco Sundance expansion Project,1
20000828-0354,Hydroelectric Power,Hydroelectric Power Project,1
20000828-0353,Housatonic,Housatonic Project No. 2576-CT,1
20000828-0333,Millenium,Millenium Pipeline Project,1
20000828-0132,North Umpqua Hydroelectric,North Umpqua Hydroelectric project,1
20000828-0115,Yadkin Hydroelectri cProject,Yadkin Hydroelectri cProject,1
20000828-0115,SMP,SMP project,1
20000828-0105,Traftsville Hydroelectric,Traftsville Hydroelectric project,1
20000828-0104,Niagara Mohawk/Orion's Black River hydroelectric,Niagara Mohawk/Orion's Black River hydroelectric project,1
20000828-0103,St. Lawrence-FDR,St. Lawrence-FDR project,1
20000828-0057,Vector,Vector Pipeline Project,1
20000828-0051,MarketLink Expansion,MarketLink Expansion Project,1
20000803-0419,Toledo Bend Bi-State Alliance,"Toledo Bend Bi-State Alliance,Project No.2305-016",1
20000803-0414,Lundy Hydroelecric,Lundy Hydroelecric project,1
20000515-0097,Beaverton Hydro,Beaverton Hydro Project No.5308,1
20000503-0151,Waltervile hydroelectric,Waltervile hydroelectric project,1
20000301-0117,North Umqua Hydroelectric,North Umqua Hydroelectric Project,1
